nombre,apellidos,nif,telefono,email,categoria,description,urgencia,fecha,direccion_persona,ubicacion_incidencia
Miguel,Alonso Flores,42036781A,990016450,miguel_alonso25@gmail.com,Movilidad,"La señal de ceda el paso en la esquina de Calle Reyes Católicos esta completamente desgastada, apenas se ve el simbolo. Lleva así desde hace meses.",1,2026-02-19T14:38:17+01:00,"Avenida de la Constitución 99, Ático, 18004 Granada","37.164564, -3.585605 - Cerca del cruce con Calle Neptuno"
Juan,Martínez Garrido,24997223H,657699022,juan_martinez48@hotmail.es,Otros,Venta ilegal de tickets falsos para tours en el Albaicin. Timadores estafando a turistas extranjeros diariamente.,2,2026-02-19T18:15:54+01:00,"Paseo del Salón 58, 2ºA, 18015 Granada","37.182497, -3.585674 - En la acera izquierda"
Amparo,López Navarro,52594068Z,980665513,alopez100@hotmail.com,Mobiliario Urbano,Estructura metalica de marquesina en calle Gran Vía con tornillos sueltos y parte de la armadura oscilando peligrosamente con el viento.,5,2026-02-19T20:33:52+01:00,"Calle Gracia 49, 4ºC, 18008 Granada","37.180549, -3.603400 - Junto al quiosco de prensa"
Vicente,Díaz Castro,99164343G,736160477,vicente.diaz396@hotmail.es,Limpieza,"Bolsas de plastico rotas debajo del puente de los Martires, hay papeles dispersos en la acera y envoltorios de comida rápida. Necesita limpieza urgente.",1,2026-02-20T10:12:41+01:00,"Calle Tinajilla 102, 4ºB, 18011 Granada","37.180331, -3.579231 - Junto al parque infantil"
Nuria,Rivera Iglesias,49716853F,676893498,nuria_rivera40@hotmail.es,Otros,Plagas de palomas en la plaza de la Universidad. Excrementos contaminando bancos y dañando la arquitectura.,2,2026-02-20T10:24:02+01:00,"Calle Alhamar 83, Ático, 18015 Granada","37.160455, -3.623135 - Bajo la marquesina del autobús"
Cristina,González Castro,61815729D,933357179,cgonzalez515@hotmail.es,Limpieza,"El contenedor de reciclaje en Plaza Isabel la Católica está rebosando, hay botellas y cartones fuera. Hace falta que lo recojan pronto.",2,2026-02-20T14:53:28+01:00,"Calle Navas 50, 1ºD, 18014 Granada","37.164328, -3.620937 - Junto a la fuente"
Mercedes,Alonso Prieto,99100403G,931630432,malonso941@gmail.com,Alumbrado Público,"La farola de la esquina de San Juan de los Reyes emite una iluminacion debil, pero aún funciona. Seria conveniente revisar su funcionamiento.",1,2026-02-21T00:48:56+01:00,"Plaza de Mariana Pineda 97, 3ºD, 18001 Granada","37.199693, -3.618236 - Junto al centro de salud"
Iván,López Delgado,97476074G,672431037,ilopez606@gmail.com,Alumbrado Público,"Farola rota en la Calle Mesones, justo donde esta la tienda de ropa. Hay otra luz funcional a unos 40 metros.",2,2026-02-21T03:02:54+01:00,"Calle Neptuno 21, Bajo B, 18006 Granada","37.195739, -3.595101 - Junto al centro de salud"
Andrés,Rodríguez Marín,63092857Q,922737755,andres.rodriguez.marin@outlook.es,Movilidad,"Bache en Avenida Constitución junto al numero 45, del tamaño de una pelota de futbol. Los coches tienen que esquivarlo.",2,2026-02-21T05:30:54+01:00,"Calle Profesor Emilio Orozco 48, 4ºB, 18013 Granada","37.189074, -3.584185 - En la mediana de la avenida"
Fernando,Castillo Garrido,30270571H,720081277,fernando.castillo601@hotmail.es,Alumbrado Público,En Calle Ángeles hay varias farolas sin luz consecutivas en un tramo de unos 100 metros. Hace falta reparacion urgente en esta zona residencial.,3,2026-02-21T09:25:32+01:00,"Calle Obispo Hurtado 69, 4ºB, 18013 Granada","37.189457, -3.585885 - Junto al paso de peatones"
Pablo,Ramos Medina,71059356M,940699055,pramos14@yahoo.es,Limpieza,"Vertido de aceite de motor en la calle Tablas, hay un charco oscuro en el asfalto que lleva 3 dias ahi. Es muy peligroso para motos y bicis.",4,2026-02-21T13:19:12+01:00,"Calle Obispo Hurtado 7, 3ºB, 18007 Granada","37.175028, -3.588298 - En la mediana de la avenida"
Carmen,León Prieto,49990443N,991816842,carmen.leon.prieto@hotmail.es,Limpieza,Envoltorios de chicles y papeles en la esquina de Calle Reyes Católicos. Solo necesita un barrido rápido de la acera.,1,2026-02-21T15:20:47+01:00,"Paseo de los Tristes 37, 2ºD, 18015 Granada","37.197676, -3.606074 - Cerca del cruce con Plaza de Mariana Pineda"
Pilar,García Delgado,85596838S,717325914,pilar_garcia67@hotmail.com,Limpieza,"Basura acumulada durante una semana en el callejón del Pozo, bolsas rotas con residuos organicos que estan atrayendo palomas y ratas.",3,2026-02-21T16:25:50+01:00,"Avenida de la Constitución 9, 4ºC, 18005 Granada","37.199353, -3.595042 - En la mediana de la avenida"
Alicia,Flores Serrano,22484687W,746353964,alicia_flores21@outlook.es,Alumbrado Público,La Avenida de la Paz está completamente a oscuras desde la Plaza de la Romanilla hasta el Puente Genil. No se ve absolutamente nada de noche y es una zona que frecuento a menudo.,4,2026-02-21T17:57:35+01:00,"Paseo de la Bomba 26, Bajo A, 18010 Granada","37.197188, -3.574813 - En la mediana de la avenida"
Rosa,Rubio Calvo,89941626B,784750085,rosa_rubio24@hotmail.es,Alumbrado Público,"¡URGENTE! Hay un cable electrical colgando de una farola en Calle Pavaneras, muy cerca de donde juegan los niños. Esto es un riesgo grave de electrocución!",5,2026-02-21T23:20:42+01:00,"Calle Recogidas 21, Bajo A, 18006 Granada","37.189648, -3.580900 - Junto al centro de salud"
Dolores,Castro García,18522552P,638694589,dolores.castro112@outlook.es,Alumbrado Público,"La bombilla de la farola en Calle Gracia está muy débil, apenas alumbra el suelo. Necessito que alguien la revise.",1,2026-02-21T23:22:22+01:00,"Calle Molinos 86, 6ºA, 18002 Granada","37.178688, -3.577637 - Junto al paso de peatones"
Rubén,Gutiérrez Calvo,83879600A,683540962,ruben.gutierrez266@hotmail.com,Movilidad,"El semáforo de Puerta Real parpadea constantemente en rojo, los conductores no saben si cruzar o no.",3,2026-02-22T01:00:28+01:00,"Calle Alcaicería 16, 3ºD, 18007 Granada","37.196424, -3.579572 - Cerca del cruce con Calle Mesones"
Beatriz,Cortés Romero,75645918E,637336931,beatriz.cortes676@gmail.com,Parques y Jardines,En el Jardin del Virrey hay dos bancos de madera con listones del respaldo desprendidos. Está feo pero todavía se puede utilizar.,2,2026-02-22T14:17:04+01:00,"Camino de Ronda 102, 4ºB, 18004 Granada","37.161396, -3.587837 - Junto al paso de peatones"
Francisco,Hernández Cortés,77371094Z,645848023,francisco.hernandez670@gmail.com,Limpieza,"Contenedor lleno con algunos desperdicios alrededor en Calle Navas, parece que esta haber desbordamiento. Requiere vaciado proximal.",2,2026-02-22T18:47:36+01:00,"Calle Arabial 53, Bajo B, 18012 Granada","37.160384, -3.596144 - Frente a la farmacia"
José,Gómez Rubio,78035346A,735838454,jgomez242@live.com,Parques y Jardines,El riego de la zona de tulipanes en parque Valle del Genil esta roto desde hace una semana. Las flores estan empezando a sufrir deshidratacion severa.,3,2026-02-23T09:29:19+01:00,"Calle Tablas 106, 5ºA, 18003 Granada","37.198047, -3.591084 - Junto al centro de salud"
Juan,Muñoz Ramírez,22009417G,772115060,juan_munoz36@gmail.com,Parques y Jardines,"En el parque Azae, una rama de eucalipto gruesa y larga amenaza con caer sobre el area infantil. Es un riesgo alto para los ninos que juegan.",4,2026-02-23T10:44:33+01:00,"Calle Gracia 26, 6ºA, 18011 Granada","37.199091, -3.570171 - Bajo la marquesina del autobús"
Óscar,Marín Castro,61053462P,764523776,omarin200@yahoo.es,Parques y Jardines,"Un álamo grande se ha derrumbado en la Avenida de la Paz dentro del parque, bloqueando completamente la circulacion de personas y bicicletas. Situacion crítica.",5,2026-02-23T12:29:09+01:00,"Calle Obispo Hurtado 66, 1ºC, 18002 Granada","37.190788, -3.576533 - Junto al centro de salud"
Paula,Prieto Rivera,63308423A,683155438,paula_prieto94@gmail.com,Alumbrado Público,"Farola apagada en Plaza de Mariana Pineda, pero las adyacentes están funcionando correctamente sin problema.",2,2026-02-23T12:43:43+01:00,"Camino de Ronda 17, 2ºC, 18014 Granada","37.168232, -3.570790 - En la rotonda"
Nuria,Gutiérrez León,44568244V,985988348,ngutierrez302@hotmail.com,Parques y Jardines,"El cesped del Parque de las Ciencias esta muy crecido, hace semanas que no lo cortan. Los niños no pueden jugar porque se hunde el pie.",1,2026-02-23T22:06:00+01:00,"Calle Ángel Ganivet 13, 1ºB, 18004 Granada","37.192820, -3.615740 - Frente a la iglesia"
Pedro,Blanco Torres,77742212G,699551003,pedro_blanco81@yahoo.es,Limpieza,Sustancia quimica desconocida con olor fuerte derramada en la puerta del Colegio Público Federico García Lorca. Los niños no pueden entrar sin riesgo. URGENTE.,5,2026-02-24T12:35:22+01:00,"Calle Gracia 13, 3ºB, 18004 Granada","37.190818, -3.595998 - Junto al parque infantil"
Patricia,Sánchez Cano,15747048Y,675506256,patricia.sanchez769@hotmail.es,Movilidad,"Semáforo completamente apagado en la intersección de Gran Vía y Calle Navas, es un cruce principal con mucho trafico. Peligroso.",4,2026-02-24T20:24:42+01:00,"Paseo de la Bomba 11, Bajo A, 18009 Granada","37.173643, -3.571642 - Junto al paso de peatones"
Carmen,Molina Ramírez,85212485S,681005943,carmen.molina958@yahoo.es,Alumbrado Público,He contado 6 farolas sin funcionar en toda la Calle Realejo. Es una zona donde hay mucho tráfico peatonal por la noche y es muy inseguro.,3,2026-02-25T03:15:03+01:00,"Plaza de Mariana Pineda 75, 4ºB, 18006 Granada","37.167831, -3.609513 - En la esquina con Calle Recogidas"
Mercedes,Cano Gallego,55633114R,997219950,mercedescano660@yahoo.es,Limpieza,"Papeles de periodicos y revistas mojadas dispersas en las escaleras del Paseo del Salón, producto de una bolsa rota.",1,2026-02-25T05:37:47+01:00,"Calle Profesor Emilio Orozco 113, 2ºC, 18004 Granada","37.198178, -3.599128 - Frente a la iglesia"
José,Rubio Ortiz,66361382B,768510751,jrubio176@outlook.es,Limpieza,"El contenedor marron en Calle Paz esta lleno hasta rebosar hace dos dias, hay residuos organicos fermentando. Empieza a oler muy mal.",2,2026-02-25T08:29:51+01:00,"Calle Arabial 13, 4ºC, 18011 Granada","37.192380, -3.597330 - Frente al supermercado"
Daniel,Prieto Calvo,87112872G,613998146,dprieto758@yahoo.es,Otros,Ruido perturbador de musica electronica en vivienda de la Avenida de Madrid. Tocan hasta medianoche cada dia.,3,2026-02-25T10:02:28+01:00,"Calle Mesones 76, 3ºD, 18006 Granada","37.175185, -3.576038 - Frente al portal 71"
Laura,Flores López,41480899P,699633797,laura.flores818@hotmail.com,Alumbrado Público,La Avenida Fuente Nueva está toda a obscuras. Todas las farolas parecen haver dejado de funcionar hace dias. Es imposible ver por donde caminas.,4,2026-02-25T12:24:17+01:00,"Paseo de la Bomba 12, 1ºB, 18013 Granada","37.190057, -3.622434 - En la esquina con Calle San Juan de Dios"
Rocío,Hernández García,71661176F,930808536,rhernandez129@hotmail.com,Parques y Jardines,En el Parque García Lorca hay un banco de madera con un listón roto que sobresale peligrosamente. Alguien se podría lastimar la pierna si se sienta.,2,2026-02-25T16:10:56+01:00,"Paseo de los Tristes 119, 2ºB, 18015 Granada","37.189087, -3.610797 - Al lado del contenedor de reciclaje"
Inés,Castillo Navarro,48920390B,660403643,icastillo203@outlook.es,Otros,"Tuberías rotas con escape importante de agua en Plaza Isabel la Católica, anegando los bajos comerciales.",5,2026-02-25T18:07:23+01:00,"Calle San Juan de Dios 76, 3ºD, 18009 Granada","37.197247, -3.587387 - Bajo la marquesina del autobús"
Luis,Díaz Álvarez,72925131C,945677401,luis.diaz.alvarez@hotmail.com,Movilidad,"Socavón enorme en Paseo del Salon frente al parque, se ha hundido el asfalto mas de medio metro. Imposible pasar por ahi.",5,2026-02-25T19:56:20+01:00,"Calle Gracia 78, 2ºD, 18004 Granada","37.188468, -3.604621 - En la acera izquierda"
Inés,Castro Pérez,69549075L,612650467,inescastro828@gmail.com,Parques y Jardines,El sistema de riego automatico en los arriates del Parque de la Paz no funciona desde hace 10 días. Las flores se están marchitando.,3,2026-02-26T00:07:38+01:00,"Calle Alhamar 60, 4ºC, 18002 Granada","37.166174, -3.605820 - Junto al colegio"
Adrián,Vázquez Moya,71182784S,964956825,adrian.vazquez.moya@hotmail.es,Movilidad,"La pintura blanca del paso de cebra en Calle Fuente esta casi borrada, ya no se ve casi nada donde cruzar.",1,2026-02-26T00:37:16+01:00,"Calle Real de Cartuja 115, Ático, 18005 Granada","37.199953, -3.603792 - Junto a la parada de autobús"
Alejandro,Moya Pérez,21525173W,916310318,alejandro_moya55@gmail.com,Parques y Jardines,Una rama gruesa del roble viejo en la Alameda del Tajo está muy debilitada y cuelga sobre el camino. Tengo miedo de que caiga sobre alguien cuando hay viento.,4,2026-02-26T09:34:11+01:00,"Calle Profesor Emilio Orozco 119, Ático, 18012 Granada","37.193619, -3.620799 - Junto al colegio"
Mercedes,Herrera Castro,66964184Y,935798403,mercedesherrera18@gmail.com,Limpieza,"Basura acumulada en el hueco entre los edificios de Calle Elvira durante más de una semana, incluyendo muebles viejos y escombros. Atrae muchos insectos.",3,2026-02-26T15:30:36+01:00,"Calle Real de Cartuja 84, 1ºC, 18010 Granada","37.195829, -3.592471 - Cerca del cruce con Calle Mesones"
Pablo,García Ruiz,45398165Y,615596009,pablogarcia652@live.com,Mobiliario Urbano,"Papelera de reciclaje junto al Teatro Municipal con una abolladura leve en el lateral izquierdo, sin daño en la funcionalidad.",1,2026-02-26T16:43:23+01:00,"Calle Duquesa 110, 3ºB, 18005 Granada","37.181350, -3.570086 - Bajo la marquesina del autobús"
Andrés,Pérez Díaz,95535737Q,651796389,andresperez700@live.com,Limpieza,"Liquido rojo oscuro derramado en la acera frente a la tienda de frutas de Calle Mesones, puede ser tinto o algo peor. Esta pegajoso y es un peligro de resbalón.",4,2026-02-26T19:17:20+01:00,"Plaza Bib-Rambla 118, 2ºD, 18011 Granada","37.196378, -3.593483 - Junto a la fuente"
Diego,Herrera Navarro,70270352Q,680466304,diegoherrera342@live.com,Alumbrado Público,"Cable electrico pelado y expuesto en una farola de Calle Santa Escolástica. Vi chispas saliendo de ahi. Por favor, envihen un técnico inmediatamente.",5,2026-02-27T12:08:27+01:00,"Plaza Bib-Rambla 102, 5ºB, 18014 Granada","37.155570, -3.575008 - Al lado del contenedor de reciclaje"
Pablo,Flores Ruiz,96898568M,941465904,pablo.flores134@gmail.com,Alumbrado Público,"La farola de Camino de Ronda emite una luz muy pálida, casi no ilumina nada. Convendria cambiar la bombilla o verificar la instalación.",1,2026-02-27T17:00:54+01:00,"Carrera del Darro 98, Bajo B, 18001 Granada","37.199323, -3.624263 - En la esquina con Calle Obispo Hurtado"
Rocío,Vázquez León,59346844J,640901681,rocio.vazquez167@hotmail.es,Parques y Jardines,El arbol caido en la entrada del Parque Virgen del Carmen bloquea completamente el paso. Los usuarios tienen que dar la vuelta por otra calle.,5,2026-02-27T18:58:57+01:00,"Plaza de Mariana Pineda 44, 6ºA, 18008 Granada","37.157457, -3.592816 - Frente a la farmacia"
Rafael,Gallego Martínez,26939093K,685185448,rgallego464@hotmail.es,Alumbrado Público,"Farola muerta en Calle Agua, pero a menos de 25 metros hay otra en perfecto funcionamiento.",2,2026-02-28T03:46:11+01:00,"Calle Zacatín 107, 1ºD, 18013 Granada","37.178374, -3.620380 - Junto al parque infantil"
Paula,López Ramos,62539173B,682593422,paula_lopez19@hotmail.com,Movilidad,"Varios baches pequeños en la calle Arandas, zona residencial, causan molestias a los vecinos cada día.",2,2026-02-28T11:57:14+01:00,"Calle Gonzalo Gallas 84, 2ºD, 18007 Granada","37.156283, -3.583928 - En la acera izquierda"
Sergio,León Gutiérrez,88804603Q,947811662,sergio.leon142@hotmail.es,Alumbrado Público,"Varias farolas no funcionan en Calle Fábrica de Armas. Cuatro o cinco estan apagadas en un mismo tramo, hace falta una revision general.",3,2026-02-28T18:59:13+01:00,"Acera del Darro 112, 4ºB, 18015 Granada","37.165929, -3.594846 - Junto al colegio"
Isabel,Sanz Sánchez,80953283E,678525406,isanz631@gmail.com,Limpieza,"Envoltorios de caramelos, papeles de empaques y latas vacias en el banco del Parque de las Ciencias. Solo necesita barrida.",1,2026-02-28T19:56:55+01:00,"Calle Tablas 47, 4ºB, 18007 Granada","37.184341, -3.607491 - Junto al paso de peatones"
Paula,Gómez Vázquez,89820655C,930932479,paula_gomez90@live.com,Parques y Jardines,La zona verde frente a la Plaza Nueva tiene el pasto sin cortar hace más de tres semanas. Parece un erial.,1,2026-02-28T21:43:47+01:00,"Calle Mesones 50, Ático, 18010 Granada","37.167959, -3.609543 - Junto a la fuente"
David,Rivera Medina,32201172E,622792622,drivera537@gmail.com,Parques y Jardines,En el Parque de la Constitución hay varios bancos con los asientos rotos. Algunos tienen astillas que pueden herir.,2,2026-03-01T00:07:08+01:00,"Calle Severo Ochoa 49, 5ºA, 18003 Granada","37.194267, -3.607217 - Frente al supermercado"
Laura,Rivera Gómez,29544546B,759515616,laura_rivera58@live.com,Parques y Jardines,Los aspersores del Parque del Príncipe no estan funcionando correctamente. Algunas zonas están secas y otras encharcadas.,3,2026-03-01T01:29:41+01:00,"Calle Alhamar 9, 4ºA, 18008 Granada","37.195158, -3.613991 - A la altura del número 29"
Óscar,Ortiz Gutiérrez,68601096P,954252331,oscar.ortiz922@yahoo.es,Parques y Jardines,Hay una rama gruesa del pino que ha quedado a punto de caer sobre el area de juegos infantiles del Parque de los Martires. Es muy peligroso con niños cerca.,4,2026-03-01T03:24:44+01:00,"Calle Real de Cartuja 92, Bajo B, 18014 Granada","37.166889, -3.594279 - Al lado del contenedor de reciclaje"
Irene,Rubio González,52139755C,741545157,irenerubio66@gmail.com,Otros,"Pintada en forma de etiqueta en puerta de garaje en Calle Navas, zona centro. No afecta la funcionalidad del edificio.",1,2026-03-01T09:20:31+01:00,"Calle Navas 102, 5ºA, 18009 Granada","37.169618, -3.599904 - Frente a la farmacia"
